7000 17148 
1468 2136 1
1469 5750 -1
1469 2689 -1
1469 4871 1
1469 3302 1
1469 6378 -1
1470 4336 -1
1470 1948 -1
1471 5386 1
1471 4248 1
1471 5811 1
1471 2675 1
1471 4808 -1
1472 5375 1
1472 2222 -1
1473 2738 -1
1473 6070 1
1473 3848 1
1475 3756 1
1475 3992 1
1475 6022 1
1475 4067 1
1476 6513 1
1477 3840 -1
1477 4125 -1
1477 4540 1
1477 3676 1
1477 6757 -1
1477 5545 -1
1477 4522 1
1477 5523 -1
1478 4650 1
1478 3572 -1
1478 5890 -1
1478 2920 1
1479 5134 1
1479 3936 -1
1479 4997 1
1480 1790 1
1480 2026 1
1480 4285 -1
1481 3045 1
1481 3703 -1
1481 4523 -1
1481 5809 1
1482 2312 -1
1483 5692 1
1483 5788 -1
1483 2313 -1
1483 3930 1
1483 5368 -1
1484 5137 -1
1484 5083 -1
1484 6831 -1
1484 5461 1
1484 1982 1
1484 3625 -1
1484 1735 1
1485 3533 1
1485 5666 1
1485 1941 1
1485 2305 1
1485 2176 -1
1485 6362 1
1485 2153 -1
1485 2118 1
1486 5338 1
1486 2311 1
1486 5629 1
1486 2671 1
1486 2363 -1
1487 5597 1
1487 1616 1
1487 6014 -1
1487 4108 -1
1487 2499 1
1487 4759 1
1488 2347 1
1488 3575 1
1488 2915 -1
1488 3601 -1
1488 2506 1
1488 3399 -1
1488 5222 1
1488 6954 -1
1489 4292 1
1489 6192 -1
1489 2643 1
1489 3554 -1
1489 6043 -1
1490 2618 -1
1490 4376 -1
1491 4100 -1
1491 2958 -1
1491 1904 -1
1492 2539 -1
1492 4092 1
1492 6521 -1
1492 5250 1
1493 3045 1
1493 6578 -1
1493 3544 -1
1493 5426 1
1493 6372 -1
1494 1578 1
1494 3268 -1
1494 4335 -1
1495 3081 1
1495 5402 1
1495 6420 1
1496 3920 1
1496 5969 1
1496 2719 -1
1496 2483 1
1496 4993 1
1497 1874 -1
1497 6067 1
1497 1814 1
1497 4930 1
1498 5436 -1
1498 4390 -1
1498 4607 -1
1499 3771 1
1499 3326 -1
1499 5197 -1
1499 5812 1
1499 6228 1
1499 4063 -1
1499 2157 -1
1500 4472 -1
1500 4237 -1
1500 5638 1
1501 5677 -1
1501 3969 1
1502 2461 1
1502 6974 1
1502 3276 -1
1502 2950 1
1503 6912 1
1504 6002 -1
1504 2185 1
1504 5243 1
1504 6700 -1
1504 2768 1
1504 4291 1
1505 6298 -1
1505 3655 -1
1505 3399 -1
1505 3683 1
1506 6488 -1
1506 3636 -1
1506 3101 1
1507 3741 -1
1507 4360 -1
1508 3793 1
1508 5577 -1
1508 2647 1
1508 5102 -1
1508 5183 1
1509 3336 1
1510 6533 1
1510 4791 1
1510 4724 -1
1510 6963 -1
1510 4212 -1
1510 4689 1
1511 1857 1
1511 1594 1
1511 6209 1
1512 1588 -1
1512 5251 -1
1512 2998 -1
1513 5827 1
1513 1554 -1
1513 6943 -1
1513 4333 -1
1514 3334 -1
1514 6047 1
1514 3071 -1
1514 2017 -1
1514 2918 1
1514 5704 1
1514 4688 1
1515 5747 -1
1515 2091 1
1515 2540 1
1515 2118 -1
1515 3975 -1
1516 3977 -1
1516 5191 -1
1517 5746 -1
1517 3723 -1
1517 3566 -1
1517 4919 -1
1517 5137 -1
1517 4092 -1
1517 5664 1
1517 2128 -1
1518 4110 -1
1518 6225 1
1518 4024 1
1518 4306 -1
1518 5857 1
1518 6653 1
1518 2914 -1
1518 4800 1
1518 6137 -1
1519 5034 -1
1519 1691 1
1519 3185 1
1520 2622 1
1520 3253 -1
1521 4980 1
1521 1627 1
1521 6203 1
1522 1932 -1
1523 6545 1
1523 3066 1
1523 4249 -1
1524 2095 1
1524 5052 -1
1524 5210 -1
1524 2354 1
1524 4044 -1
1524 5880 1
1524 3813 -1
1524 2899 1
1525 6203 -1
1525 5920 -1
1525 2808 1
1525 3366 1
1525 4251 -1
1525 5152 1
1525 4673 -1
1526 2743 1
1526 5457 1
1526 5666 1
1527 5979 -1
1527 3323 -1
1527 6909 1
1527 6353 -1
1528 5352 1
1529 3764 1
1529 6229 1
1529 6520 1
1529 6301 1
1529 1919 -1
1529 5568 -1
1530 1648 1
1530 3547 -1
1530 3540 1
1530 4440 1
1530 4942 -1
1530 4938 1
1530 6202 1
1531 1653 -1
1531 3015 -1
1531 5107 -1
1531 2049 -1
1531 6663 -1
1531 4136 -1
1531 5887 -1
1532 4161 1
1532 4986 -1
1533 6819 -1
1533 5471 1
1533 5004 1
1533 3152 1
1533 3868 1
1534 3755 1
1535 3686 -1
1535 1953 -1
1535 5222 1
1536 3713 -1
1536 3664 1
1536 3410 -1
1536 3874 -1
1537 5172 1
1537 3462 -1
1538 5762 1
1538 5524 -1
1538 2461 1
1539 4250 1
1539 2676 -1
1539 3732 1
1540 5429 -1
1540 6043 1
1540 5107 1
1540 4934 1
1540 5564 -1
1541 3207 1
1541 4951 -1
1541 4756 -1
1541 5254 -1
1542 4195 -1
1542 6113 1
1542 2142 -1
1542 6054 1
1542 2394 -1
1543 2992 -1
1543 6377 1
1543 6248 -1
1544 3771 1
1544 5332 1
1544 6707 1
1544 2183 1
1544 6711 -1
1544 6458 1
1544 2541 -1
1544 5097 1
1545 3165 -1
1545 5490 -1
1545 4117 -1
1545 2608 -1
1545 3514 -1
1546 6917 -1
1546 2957 1
1546 6310 -1
1546 5843 1
1546 1845 1
1546 4435 1
1547 3590 -1
1547 6523 1
1547 6859 1
1547 1905 -1
1547 4037 -1
1547 6602 1
1548 2568 -1
1548 6072 1
1548 5339 -1
1548 6138 1
1548 2716 1
1548 4854 1
1548 4778 -1
1549 1810 -1
1549 2260 -1
1549 3660 -1
1550 4849 -1
1550 6504 -1
1550 2860 -1
1551 3183 1
1551 3354 1
1552 2086 1
1552 5295 1
1552 2157 -1
1552 1634 1
1552 2362 -1
1553 5838 -1
1553 3879 1
1553 3981 -1
1553 6725 1
1553 4626 1
1553 5463 -1
1553 3698 1
1553 6808 -1
1554 2041 -1
1554 3884 1
1555 4463 -1
1555 2312 1
1556 2362 1
1556 4543 1
1556 4125 1
1556 2257 1
1556 3064 1
1556 6293 -1
1557 5769 1
1557 1601 1
1557 6136 1
1557 3894 -1
1557 2814 1
1558 3576 -1
1558 6270 1
1559 2321 1
1559 3068 -1
1560 5387 -1
1560 4502 1
1560 6208 1
1560 6440 1
1560 2244 -1
1560 4814 1
1560 5209 1
1560 4835 1
1561 6249 -1
1561 4993 -1
1561 3741 -1
1561 6167 1
1561 2219 -1
1562 2411 1
1562 6157 1
1562 3954 1
1563 5887 1
1563 4891 1
1563 4851 -1
1564 1776 1
1564 1824 -1
1564 3746 -1
1565 4754 1
1565 6131 1
1565 4606 1
1565 4255 -1
1565 6747 1
1566 5749 -1
1566 4097 1
1566 6811 1
1566 3784 1
1567 6143 -1
1567 2493 -1
1567 2980 1
1567 2615 -1
1568 6315 -1
1568 3289 1
1568 1657 1
1568 3875 1
1568 1873 -1
1569 4617 1
1569 2196 -1
1569 4900 -1
1570 6152 1
1570 6880 1
1570 6474 1
1570 2786 1
1570 4979 1
1570 3410 1
1570 6852 1
1570 4335 1
1571 5197 1
1571 3284 1
1571 1852 1
1571 4154 -1
1571 6502 -1
1572 2194 1
1572 3263 1
1572 5941 1
1572 4714 -1
1573 6810 1
1573 3822 -1
1573 2777 1
1574 5651 1
1574 6041 -1
1574 6271 1
1574 6844 1
1574 2273 -1
1574 3533 -1
1574 2053 1
1574 1989 -1
1575 6927 -1
1575 6929 -1
1575 4820 1
1575 6708 -1
1575 1852 1
1575 3998 -1
1576 5240 -1
1576 3379 -1
1577 5325 -1
1577 5918 -1
1577 3758 -1
1577 2286 -1
1577 3431 -1
1578 3912 -1
1578 4863 1
1579 3516 -1
1579 4262 -1
1579 4987 1
1579 6173 -1
1580 5818 1
1580 5787 1
1580 3292 -1
1580 5245 -1
1580 4012 1
1581 6799 -1
1581 1672 1
1581 5499 1
1582 2150 -1
1582 5697 -1
1582 4990 1
1582 3680 1
1582 1662 -1
1584 2943 1
1584 6285 -1
1584 6641 -1
1585 5666 1
1585 5815 -1
1585 2308 -1
1585 2963 1
1585 2851 1
1585 4170 -1
1585 5591 -1
1586 6583 -1
1586 3802 1
1586 2470 -1
1586 3332 1
1586 4601 1
1588 6896 1
1588 4625 1
1588 6305 1
1588 5249 1
1588 2819 1
1588 4153 1
1589 6240 -1
1589 3916 -1
1589 6892 1
1589 2821 -1
1590 5933 1
1590 3310 1
1590 2917 -1
1591 2838 1
1591 2308 1
1591 2118 1
1591 5208 1
1591 5020 1
1592 6455 1
1592 6584 1
1592 6939 1
1592 5020 1
1593 6023 1
1593 6360 -1
1593 2155 1
1593 6058 -1
1593 3243 -1
1594 3079 1
1594 2704 -1
1595 6550 1
1595 3933 -1
1595 1880 -1
1595 2229 -1
1595 4765 -1
1595 4864 1
1596 4736 -1
1596 6347 1
1597 5355 1
1597 5630 -1
1597 5005 1
1597 6859 -1
1597 6962 -1
1598 2797 1
1598 2180 1
1599 3875 -1
1599 4244 -1
1599 2730 -1
1599 3248 1
1600 2631 1
1600 2721 1
1600 4318 -1
1600 4462 -1
1600 1906 1
1600 4819 1
1600 3086 -1
1600 4017 1
1600 2538 -1
1600 4818 1
1601 3071 -1
1601 3909 -1
1601 4524 1
1602 2019 -1
1602 3039 1
1603 1767 1
1603 6179 1
1603 4094 -1
1603 2755 1
1603 6610 -1
1603 4436 -1
1604 4422 -1
1605 1742 1
1605 5237 -1
1605 6367 1
1605 2918 1
1606 3124 -1
1606 5726 1
1606 1676 1
1607 3545 -1
1607 4247 1
1607 4314 1
1607 6160 1
1607 5026 1
1607 3521 -1
1607 6358 -1
1608 1890 -1
1608 5613 -1
1608 3474 -1
1608 3836 -1
1608 2325 1
1609 6809 -1
1610 6416 -1
1610 6309 1
1610 5676 1
1610 2410 1
1610 4196 -1
1610 1724 1
1610 4660 1
1611 5586 -1
1611 3188 -1
1611 3740 1
1612 4531 -1
1613 5196 -1
1613 2654 1
1613 6837 -1
1613 4614 1
1613 6948 1
1613 2667 1
1613 2830 -1
1614 4186 1
1614 1984 -1
1614 2715 -1
1615 2092 -1
1615 2100 1
1616 2933 1
1616 3276 -1
1616 6658 -1
1616 6754 -1
1617 1978 1
1617 5427 1
1618 3588 1
1618 4563 1
1618 2280 1
1618 4991 1
1619 3444 1
1619 5386 -1
1619 3593 -1
1620 3173 -1
1620 3898 1
1621 3807 -1
1621 3403 1
1621 3659 1
1621 5539 1
1621 2458 -1
1622 1931 -1
1622 6944 1
1622 3535 -1
1622 5994 1
1623 6847 1
1623 2549 1
1623 4725 1
1623 6323 1
1623 2677 1
1624 4065 1
1624 3130 1
1624 3475 1
1624 1940 -1
1624 4219 1
1625 5465 1
1625 6507 -1
1625 6645 1
1625 4562 1
1625 2004 -1
1625 5402 1
1625 5074 -1
1625 5008 1
1626 6151 1
1626 5209 -1
1626 4647 -1
1626 3915 -1
1627 6111 1
1627 6899 -1
1627 4215 1
1628 3981 1
1628 2168 1
1628 5005 1
1629 4414 1
1629 2192 1
1630 1687 -1
1631 5614 1
1631 2793 -1
1632 4679 -1
1632 5106 -1
1632 2130 1
1632 3447 1
1632 3854 -1
1633 1748 1
1633 4073 1
1634 3218 -1
1634 4879 -1
1634 4336 1
1634 5941 -1
1634 3040 1
1634 6867 -1
1635 5449 -1
1635 3835 1
1636 3640 -1
1636 2469 1
1636 4005 -1
1636 6659 1
1637 5306 1
1637 6889 -1
1637 6015 -1
1637 1721 1
1637 5056 -1
1637 6250 -1
1637 2880 1
1637 5612 1
1638 4292 -1
1638 6892 -1
1639 2214 1
1639 2565 1
1639 6938 -1
1640 3103 -1
1640 5354 -1
1640 4160 1
1641 2726 -1
1641 5933 -1
1641 3938 -1
1641 6690 1
1641 4416 -1
1642 3284 -1
1642 6325 1
1643 3769 -1
1643 1919 -1
1643 6925 -1
1643 2000 1
1643 4142 -1
1643 2876 1
1644 6712 1
1644 3088 -1
1644 2525 -1
1645 6809 1
1645 4523 1
1645 4421 -1
1645 3133 1
1646 5866 1
1646 2337 1
1646 2277 -1
1647 6648 -1
1647 2961 1
1647 4720 -1
1648 5291 1
1649 6790 1
1649 2368 1
1649 6044 1
1650 5659 1
1650 2866 -1
1650 2800 -1
1650 3611 1
1650 4159 1
1651 4172 1
1651 5485 -1
1651 3902 -1
1651 5688 1
1652 3575 1
1652 2124 1
1653 5769 1
1654 6250 -1
1654 4439 1
1654 6769 -1
1654 1868 -1
1654 6132 -1
1654 4446 1
1654 2111 1
1654 5414 -1
1654 3614 -1
1654 6595 1
1655 6234 -1
1655 2119 1
1655 2868 1
1655 2878 1
1655 6211 1
1655 4767 -1
1656 6232 -1
1656 3167 1
1657 5450 1
1657 6112 1
1657 3982 -1
1658 2323 -1
1658 5758 1
1658 3488 1
1658 2636 1
1659 3533 1
1659 2458 -1
1659 1881 1
1659 4481 1
1659 3305 1
1660 2689 1
1660 4144 1
1660 5275 1
1661 2868 1
1661 5403 -1
1661 3107 1
1661 6305 -1
1662 3439 1
1662 2501 1
1662 4921 -1
1662 1807 1
1662 6932 1
1662 3254 1
1663 3663 -1
1663 6586 -1
1663 6350 -1
1664 3572 1
1664 1680 -1
1665 3197 1
1665 4873 -1
1665 4996 1
1666 5643 1
1666 3684 -1
1667 3553 1
1667 6850 -1
1667 3009 1
1668 1922 1
1668 3192 -1
1668 4811 -1
1669 2577 -1
1669 3272 1
1670 2843 1
1670 4944 1
1670 3792 -1
1670 5569 -1
1670 4240 -1
1671 6464 -1
1671 1716 -1
1671 4525 1
1672 5182 -1
1672 3630 -1
1672 4050 -1
1672 6216 -1
1673 4825 1
1674 5285 -1
1675 6069 1
1676 6599 1
1676 5694 -1
1676 3089 1
1676 5168 1
1676 5256 -1
1676 5798 -1
1677 4436 -1
1677 5387 -1
1678 6681 -1
1679 3426 -1
1680 3885 1
1680 4884 -1
1680 6840 1
1680 3878 -1
1680 2774 1
1681 1754 1
1681 5047 -1
1681 6961 1
1681 4677 -1
1682 2523 -1
1682 4279 1
1683 3987 -1
1684 6593 1
1685 5718 1
1685 5591 1
1685 5584 1
1685 6441 -1
1686 3774 -1
1686 6595 1
1686 2650 -1
1686 1761 1
1686 3056 -1
1686 5538 -1
1686 3731 1
1687 2272 -1
1688 3189 1
1688 1871 -1
1688 4651 -1
1688 5497 -1
1689 4021 -1
1689 5173 1
1689 2468 1
1689 2130 1
1690 6946 1
1690 1974 -1
1690 2389 1
1691 5701 -1
1691 3468 -1
1691 2308 -1
1691 4469 -1
1692 2387 -1
1692 4794 1
1692 5559 1
1692 2228 1
1693 2977 1
1693 4588 -1
1694 3219 1
1694 5198 1
1694 2003 1
1694 5092 -1
1695 6961 -1
1695 4849 -1
1695 6411 -1
1696 4096 1
1696 1909 -1
1696 3962 -1
1696 5436 1
1697 5597 1
1697 5632 -1
1698 2383 1
1698 5797 -1
1699 3183 1
1699 3599 -1
1699 5889 -1
1699 3467 -1
1700 6698 1
1700 2438 -1
1700 4485 1
1700 2406 -1
1700 3511 1
1701 2199 1
1701 5158 -1
1702 3860 -1
1702 5686 -1
1702 5245 -1
1702 5379 -1
1703 2617 1
1703 4058 -1
1703 4406 -1
1703 5388 -1
1703 5035 -1
1703 3103 1
1704 6127 1
1704 3513 -1
1704 4837 1
1704 6982 -1
1705 2840 1
1705 6857 1
1706 6059 -1
1706 5811 -1
1706 3309 -1
1706 2753 -1
1706 3804 -1
1706 2694 1
1707 2054 1
1707 2648 1
1707 5421 -1
1707 2758 -1
1707 3109 -1
1708 2944 1
1709 3905 1
1709 6147 -1
1709 2024 1
1710 2290 -1
1710 3297 1
1710 4732 1
1710 4986 1
1710 3395 -1
1711 4723 1
1711 3580 1
1711 3076 -1
1711 1735 -1
1712 6814 1
1713 3456 -1
1714 2744 1
1714 4248 -1
1714 6141 -1
1715 6907 1
1715 5505 1
1715 5152 1
1715 3907 1
1716 3333 1
1716 2722 1
1716 4961 -1
1717 4089 1
1717 6804 1
1717 3306 -1
1718 6586 1
1719 3643 1
1719 5869 1
1720 5928 1
1720 6126 -1
1720 3008 -1
1720 3802 -1
1721 5482 1
1721 3521 -1
1722 3770 1
1722 4475 -1
1722 4696 1
1722 5132 -1
1722 6063 1
1722 2213 1
1723 5465 1
1723 4842 -1
1723 5113 1
1723 4882 1
1723 1795 1
1724 1764 -1
1724 3473 1
1724 2354 1
1724 3012 -1
1724 3979 1
1724 2782 1
1725 5228 1
1725 2129 1
1725 3645 1
1726 3379 -1
1726 6581 -1
1726 4934 1
1726 5527 -1
1726 5685 -1
1726 6787 1
1726 5401 1
1727 6819 1
1727 3012 1
1727 4918 -1
1727 5423 -1
1727 2324 -1
1728 3941 1
1728 2070 1
1728 3158 1
1728 6000 -1
1729 4960 -1
1729 5476 -1
1729 5089 1
1730 6111 1
1730 3450 1
1731 3155 1
1731 4871 -1
1732 3226 -1
1732 2123 -1
1732 3898 1
1732 5605 1
1732 5907 1
1733 4838 1
1733 4689 -1
1733 3857 -1
1733 6597 1
1734 6116 1
1734 3252 -1
1734 1913 -1
1734 2456 1
1734 5118 -1
1734 4185 -1
1734 5338 1
1734 2510 -1
1734 3127 -1
1735 2604 1
1735 3119 1
1735 5851 -1
1736 2064 1
1737 3079 -1
1738 4681 1
1738 2448 -1
1738 2728 -1
1739 6260 1
1739 2908 1
1739 6007 1
1740 6945 1
1740 6149 1
1740 2766 -1
1740 1927 1
1741 6414 1
1741 5671 1
1741 5100 -1
1742 1855 -1
1742 4008 -1
1743 2137 1
1743 4920 1
1743 5415 1
1743 3886 1
1744 5828 -1
1744 2335 1
1744 3637 1
1744 3118 -1
1745 3295 1
1745 3596 1
1745 3419 1
1745 5844 1
1745 3737 1
1746 3233 -1
1746 3296 -1
1746 5433 -1
1746 5329 -1
1746 5317 1
1747 6367 1
1747 2147 1
1747 5737 -1
1747 2178 -1
1747 3712 -1
1747 2526 1
1747 6757 1
1748 2787 1
1748 3782 -1
1749 2279 -1
1749 3298 1
1749 5607 -1
1749 5131 -1
1749 5673 1
1750 6841 1
1750 4042 -1
1750 1813 1
1750 5218 1
1751 2414 1
1751 6899 1
1751 2498 1
1751 5795 -1
1752 6363 -1
1752 5784 1
1752 4069 -1
1752 2588 1
1753 2767 1
1753 4961 -1
1753 6834 1
1754 5688 -1
1754 3293 1
1754 6834 -1
1754 2619 1
1754 2728 -1
1755 5089 1
1755 4431 1
1755 4235 -1
1756 5303 1
1756 4395 -1
1756 3511 -1
1756 3280 1
1756 6345 -1
1756 5316 -1
1756 3556 1
1757 4978 -1
1758 1948 -1
1758 3937 1
1758 6336 1
1758 3905 -1
1758 3019 -1
1758 4484 -1
1759 4709 1
1759 5169 -1
1759 4372 1
1760 3114 1
1760 2611 1
1760 2518 -1
1760 4003 1
1761 4107 1
1761 6451 1
1762 6748 -1
1762 5768 -1
1762 4069 -1
1762 5920 -1
1762 5137 -1
1763 6472 1
1764 6231 1
1764 4145 -1
1764 4898 1
1764 6927 -1
1764 5540 -1
1765 3478 -1
1765 3531 -1
1766 2172 1
1766 4728 -1
1766 3272 -1
1766 2933 1
1766 2136 1
1767 3411 1
1767 3683 1
1767 4949 -1
1767 6738 -1
1767 3148 -1
1767 3701 1
1768 2677 1
1768 6039 1
1768 4610 1
1769 5046 -1
1769 4040 -1
1769 5480 -1
1769 6233 1
1770 6157 -1
1770 6813 -1
1770 5171 1
1771 1918 -1
1771 5205 1
1771 3700 1
1771 3024 -1
1772 4806 1
1772 5724 1
1772 5815 1
1772 5664 1
1772 5436 -1
1772 6847 1
1773 4686 1
1774 5519 1
1774 6751 -1
1774 6299 -1
1774 5286 1
1774 5530 -1
1775 2460 1
1775 3563 1
1776 4360 -1
1776 6843 1
1776 2479 -1
1777 4967 -1
1777 4238 -1
1778 2510 1
1778 6940 1
1778 5720 -1
1778 2222 -1
1778 2424 1
1778 3365 1
1778 4497 1
1779 6610 1
1780 3139 -1
1780 4060 1
1780 5154 -1
1780 4281 -1
1780 6684 1
1781 2020 -1
1781 3303 -1
1781 6021 -1
1781 5641 1
1781 6492 -1
1782 5883 -1
1782 3521 1
1782 6085 -1
1782 2729 -1
1782 5974 1
1783 5142 -1
1783 3903 1
1783 5838 1
1783 3968 -1
1783 6544 1
1783 6896 -1
1783 4684 1
1784 3740 -1
1784 3588 1
1784 3021 -1
1784 4811 1
1784 5875 -1
1785 3825 1
1785 2142 1
1785 2899 -1
1785 5004 1
1785 2553 1
1786 3706 -1
1786 6549 1
1787 4694 -1
1787 2274 1
1787 3827 -1
1787 2746 1
1787 1911 -1
1787 3479 1
1787 6725 -1
1788 2392 1
1788 3735 -1
1788 2316 1
1789 3978 1
1789 3448 1
1790 4448 -1
1790 5927 -1
1790 3148 1
1791 6763 1
1791 6170 -1
1791 5573 -1
1791 2584 -1
1792 5950 1
1794 5894 1
1794 2115 1
1794 5366 -1
1794 3577 -1
1794 4442 -1
1795 4938 1
1795 2943 1
1795 5963 -1
1795 6104 1
1796 2142 -1
1796 6796 1
1797 5348 -1
1797 3616 1
1797 6987 -1
1797 3773 1
1797 5013 1
1797 2298 -1
1798 1828 1
1798 3572 -1
1799 4518 1
1799 2606 -1
1800 3824 1
1800 5695 1
1800 4985 -1
1800 5252 -1
1800 2691 1
1801 6701 1
1801 2868 -1
1801 5449 -1
1801 4490 -1
1802 5473 1
1802 4382 -1
1802 4388 1
1802 5397 1
1802 6741 1
1803 5529 -1
1803 4933 -1
1803 3967 -1
1804 6614 1
1804 4710 -1
1804 2340 -1
1804 6205 -1
1804 4864 1
1805 6253 1
1805 4648 1
1806 4103 1
1806 3164 -1
1807 3082 -1
1807 3001 -1
1807 6085 -1
1807 6347 -1
1807 6581 1
1808 5750 1
1808 6554 -1
1808 2887 1
1808 4870 1
1809 3253 1
1809 3137 -1
1809 4631 -1
1811 3980 -1
1811 3457 1
1811 1857 1
1811 3745 1
1812 5081 1
1812 3750 1
1813 5948 -1
1813 5051 -1
1813 4920 -1
1813 3048 1
1814 5693 -1
1814 5232 -1
1814 2108 -1
1815 6421 -1
1815 6247 1
1815 6838 1
1816 3643 1
1816 3081 1
1816 5373 -1
1816 6808 -1
1817 6556 -1
1817 4042 -1
1818 6899 -1
1819 3351 -1
1819 6163 -1
1820 2321 -1
1820 2781 -1
1820 2468 1
1820 4742 -1
1820 5887 1
1821 4319 1
1821 5553 -1
1821 1873 1
1821 6202 1
1821 3670 1
1821 5287 1
1821 5529 -1
1821 4851 1
1822 3506 1
1822 3481 -1
1823 1938 1
1823 2411 -1
1823 6827 1
1823 2970 1
1823 6271 1
1823 5410 -1
1824 3797 1
1824 5875 -1
1824 2072 -1
1825 6942 1
1826 5127 1
1826 2265 1
1826 4576 1
1827 5498 -1
1827 6573 1
1827 5580 1
1827 4156 1
1828 2850 -1
1828 3644 1
1828 6745 -1
1828 5258 -1
1828 6435 1
1828 3930 -1
1829 2562 -1
1829 6011 1
1829 6131 -1
1831 5865 -1
1831 4626 1
1831 2768 1
1831 3321 -1
1831 6465 1
1832 3111 1
1832 6976 1
1832 5387 1
1833 6879 -1
1833 3504 -1
1833 3450 -1
1833 2890 -1
1833 5562 1
1833 2771 1
1833 5430 -1
1833 5662 1
1834 5479 -1
1834 4560 1
1834 2274 1
1834 6421 1
1834 3844 -1
1834 2456 -1
1834 2178 -1
1834 4216 -1
1834 5285 -1
1834 4363 1
1835 3368 1
1835 5594 1
1835 6308 -1
1835 2736 -1
1836 1989 -1
1836 2769 1
1836 6642 1
1836 5885 -1
1836 6662 1
1837 4011 -1
1838 6225 -1
1838 5845 1
1838 2435 1
1838 1877 -1
1838 3878 -1
1839 3290 1
1839 6827 1
1839 6311 -1
1839 4022 -1
1839 4056 -1
1839 3633 -1
1839 2148 -1
1839 5070 -1
1839 2737 1
1840 6947 1
1840 1881 1
1840 6938 1
1841 3851 1
1841 5699 1
1841 3730 -1
1841 6393 -1
1841 6415 1
1841 1893 1
1842 3236 1
1842 3601 -1
1842 5825 1
1842 3099 -1
1843 4637 1
1843 2366 1
1843 6324 -1
1844 5664 1
1844 6138 1
1846 4271 1
1846 5795 1
1846 3082 -1
1846 6394 1
1846 2152 -1
1847 5183 1
1847 6435 -1
1848 6350 1
1848 1877 1
1848 6401 -1
1849 3102 1
1849 5912 -1
1850 2706 1
1850 3249 -1
1850 4338 1
1850 1964 -1
1850 4741 1
1850 2789 -1
1851 2141 1
1851 5890 1
1851 3081 -1
1852 2935 -1
1852 5565 -1
1852 5143 -1
1852 2987 1
1852 2147 -1
1853 2798 -1
1853 5428 1
1853 6644 -1
1854 2221 -1
1854 2630 1
1855 3284 -1
1855 6836 -1
1856 3483 -1
1856 5474 1
1856 6440 1
1856 2828 1
1856 4579 1
1857 4291 -1
1857 2119 -1
1858 4963 1
1858 3744 -1
1858 6875 -1
1858 3559 -1
1858 4908 -1
1859 2767 1
1859 2146 -1
1859 4584 -1
1859 6877 -1
1860 5131 1
1860 6309 -1
1860 5600 1
1860 5936 1
1860 3200 1
1861 3133 1
1861 4900 -1
1861 5885 -1
1861 3285 -1
1861 6964 1
1861 3245 1
1862 3674 -1
1862 6609 -1
1863 6861 1
1864 6781 1
1864 3308 -1
1864 5310 1
1864 3670 -1
1865 6651 -1
1865 3818 1
1865 6763 -1
1865 5064 1
1865 5485 -1
1865 2444 1
1866 4544 1
1866 5557 -1
1866 6290 -1
1866 4773 1
1866 2136 1
1866 2217 1
1867 6962 -1
1867 3725 -1
1867 4369 1
1867 4017 -1
1867 6765 1
1868 4562 1
1868 2196 -1
1868 6777 1
1868 4872 -1
1869 3400 -1
1869 6122 1
1869 6342 -1
1870 4215 1
1871 4674 -1
1872 5442 1
1872 5380 1
1872 3351 1
1872 2079 -1
1872 5537 1
1872 3131 1
1873 2494 -1
1873 6138 1
1873 3953 1
1874 4620 1
1874 3712 1
1874 4955 -1
1874 4944 1
1875 5839 1
1875 5338 1
1876 6517 1
1876 6381 1
1876 4500 1
1876 6161 -1
1876 4403 -1
1877 2662 -1
1877 2250 1
1877 3074 -1
1877 5061 1
1877 4416 1
1879 3019 1
1879 4234 -1
1879 4761 -1
1879 5589 1
1880 2199 1
1880 2287 -1
1880 6382 -1
1881 1963 1
1881 5348 1
1882 3544 1
1882 3385 1
1882 3077 1
1883 5468 -1
1883 6402 1
1883 3309 -1
1883 4826 -1
1883 4092 -1
1884 4835 -1
1884 4152 -1
1884 3096 1
1884 2621 1
1885 6885 1
1885 6555 -1
1885 3180 -1
1886 6924 -1
1886 2867 1
1886 2120 1
1886 6149 -1
1887 6322 -1
1888 5320 1
1889 4882 1
1889 2413 -1
1889 4891 1
1889 3548 1
1889 5824 -1
1889 1959 1
1890 3973 -1
1890 3286 -1
1890 2137 1
1890 6192 1
1890 6036 -1
1890 4677 -1
1890 3786 1
1890 3172 1
1891 3788 -1
1892 2808 -1
1892 6640 -1
1892 6538 1
1892 5939 -1
1893 6274 1
1893 5531 -1
1893 3656 -1
1893 4972 1
1894 6143 1
1895 6709 -1
1895 6511 1
1895 5651 -1
1895 4235 1
1895 5887 1
1895 4429 -1
1895 4266 -1
1896 3279 1
1896 6656 -1
1896 3981 -1
1897 2758 1
1897 5286 -1
1897 2323 -1
1897 6538 1
1897 6924 1
1898 4384 1
1898 4446 -1
1899 5645 -1
1899 5019 -1
1899 3757 -1
1900 6164 -1
1900 6876 -1
1900 4938 1
1901 6041 -1
1901 6678 1
1902 3793 -1
1902 3777 -1
1903 4086 -1
1903 6031 1
1903 1923 -1
1903 4338 -1
1903 2145 1
1904 2325 1
1904 5723 -1
1905 6960 1
1905 6730 1
1905 3449 1
1905 5838 1
1905 2149 -1
1905 6582 1
1906 5418 -1
1906 2246 -1
1906 4318 -1
1906 4581 -1
1906 5255 1
1907 3373 1
